Občina,15 do 24 let,25 do 29 let,30 do 39 let,40 do 49 let,50 do 54 let,55 let ali več,Skupaj,month,year
Kanal,15.0,16.0,31.0,40.0,7.0,50.0,159.0,JUL,2021
Kidričevo,21.0,21.0,47.0,35.0,27.0,56.0,207.0,JUL,2021
Kobarid,4.0,4.0,15.0,8.0,7.0,32.0,70.0,JUL,2021
Kobilje,0.0,2.0,3.0,1.0,2.0,6.0,14.0,JUL,2021
Kočevje,109.0,101.0,206.0,182.0,73.0,207.0,878.0,JUL,2021
Komen,5.0,16.0,19.0,18.0,11.0,32.0,101.0,JUL,2021
Komenda,10.0,22.0,30.0,26.0,14.0,30.0,132.0,JUL,2021
Koper,116.0,145.0,417.0,415.0,193.0,512.0,1798.0,JUL,2021
Kostanjevica na Krki,4.0,1.0,16.0,18.0,8.0,34.0,81.0,JUL,2021
Kostel,1.0,1.0,5.0,5.0,2.0,12.0,26.0,JUL,2021
Kozje,12.0,6.0,23.0,29.0,19.0,51.0,140.0,JUL,2021
Kranj,97.0,166.0,411.0,348.0,149.0,455.0,1626.0,JUL,2021
Kranjska Gora,5.0,9.0,22.0,31.0,10.0,36.0,113.0,JUL,2021
Križevci,11.0,13.0,21.0,15.0,11.0,27.0,98.0,JUL,2021
Krško,130.0,121.0,237.0,227.0,139.0,388.0,1242.0,JUL,2021
Kungota,13.0,27.0,36.0,45.0,22.0,39.0,182.0,JUL,2021
Kuzma,11.0,6.0,11.0,12.0,5.0,14.0,59.0,JUL,2021
Laško,26.0,35.0,84.0,92.0,55.0,160.0,452.0,JUL,2021
Lenart,13.0,23.0,35.0,36.0,16.0,42.0,165.0,JUL,2021
Lendava,41.0,47.0,87.0,109.0,80.0,190.0,554.0,JUL,2021
Litija,35.0,37.0,99.0,90.0,45.0,126.0,432.0,JUL,2021
Ljubljana,619.0,1073.0,2779.0,2771.0,1139.0,3133.0,11514.0,JUL,2021
Ljubno,2.0,11.0,7.0,12.0,6.0,19.0,57.0,JUL,2021
Ljutomer,31.0,37.0,62.0,71.0,47.0,117.0,365.0,JUL,2021
Log - Dragomer,8.0,9.0,18.0,21.0,14.0,33.0,103.0,JUL,2021
Logatec,16.0,34.0,72.0,56.0,33.0,92.0,303.0,JUL,2021
Loška dolina,5.0,7.0,17.0,16.0,5.0,22.0,72.0,JUL,2021
Loški Potok,5.0,0.0,8.0,3.0,4.0,9.0,29.0,JUL,2021
Lovrenc na Pohorju,12.0,3.0,18.0,23.0,11.0,28.0,95.0,JUL,2021
Luče,2.0,8.0,3.0,6.0,1.0,22.0,42.0,JUL,2021
Lukovica,15.0,17.0,31.0,41.0,17.0,46.0,167.0,JUL,2021
Majšperk,8.0,8.0,28.0,21.0,19.0,32.0,116.0,JUL,2021
Makole,10.0,5.0,16.0,13.0,9.0,19.0,72.0,JUL,2021
Maribor,410.0,566.0,1248.0,1158.0,582.0,1483.0,5447.0,JUL,2021
Markovci,8.0,14.0,25.0,20.0,16.0,28.0,111.0,JUL,2021
Medvode,31.0,60.0,120.0,110.0,50.0,138.0,509.0,JUL,2021
Mengeš,11.0,26.0,58.0,55.0,21.0,65.0,236.0,JUL,2021
Metlika,58.0,33.0,75.0,90.0,47.0,108.0,411.0,JUL,2021
Mežica,9.0,12.0,11.0,15.0,11.0,29.0,87.0,JUL,2021
Miklavž na Dravskem polju,21.0,35.0,49.0,44.0,29.0,65.0,243.0,JUL,2021
Miren - Kostanjevica,6.0,7.0,24.0,23.0,12.0,29.0,101.0,JUL,2021
Mirna,4.0,0.0,4.0,6.0,5.0,15.0,34.0,JUL,2021
Mirna Peč,6.0,3.0,13.0,10.0,7.0,17.0,56.0,JUL,2021
Mislinja,5.0,15.0,23.0,18.0,7.0,48.0,116.0,JUL,2021
Mokronog - Trebelno,5.0,3.0,6.0,11.0,9.0,32.0,66.0,JUL,2021
Moravče,11.0,13.0,33.0,23.0,14.0,19.0,113.0,JUL,2021
Moravske Toplice,5.0,23.0,33.0,41.0,24.0,63.0,189.0,JUL,2021
Mozirje,6.0,7.0,16.0,23.0,14.0,41.0,107.0,JUL,2021
Murska Sobota,87.0,93.0,188.0,183.0,80.0,214.0,845.0,JUL,2021
Muta,7.0,14.0,12.0,25.0,11.0,28.0,97.0,JUL,2021
Naklo,6.0,15.0,22.0,23.0,15.0,37.0,118.0,JUL,2021
Nazarje,4.0,7.0,19.0,10.0,5.0,17.0,62.0,JUL,2021
Nova Gorica,40.0,89.0,188.0,192.0,86.0,276.0,871.0,JUL,2021
Novo mesto,107.0,104.0,298.0,231.0,86.0,267.0,1093.0,JUL,2021
Odranci,6.0,1.0,8.0,13.0,4.0,17.0,49.0,JUL,2021
Oplotnica,9.0,12.0,24.0,22.0,5.0,26.0,98.0,JUL,2021
Ormož,54.0,50.0,87.0,160.0,107.0,152.0,610.0,JUL,2021
Osilnica,0.0,1.0,3.0,2.0,1.0,3.0,10.0,JUL,2021
Pesnica,36.0,15.0,42.0,53.0,26.0,54.0,226.0,JUL,2021
Piran,39.0,51.0,146.0,192.0,83.0,193.0,704.0,JUL,2021
Pivka,9.0,18.0,32.0,29.0,13.0,68.0,169.0,JUL,2021
Podčetrtek,13.0,12.0,36.0,26.0,14.0,44.0,145.0,JUL,2021
Podlehnik,4.0,7.0,7.0,13.0,16.0,21.0,68.0,JUL,2021
Podvelka,9.0,3.0,14.0,12.0,12.0,27.0,77.0,JUL,2021
Poljčane,17.0,10.0,35.0,22.0,16.0,35.0,135.0,JUL,2021
Polzela,13.0,15.0,40.0,41.0,22.0,66.0,197.0,JUL,2021
Postojna,41.0,51.0,102.0,108.0,48.0,148.0,498.0,JUL,2021
Prebold,16.0,12.0,44.0,30.0,15.0,52.0,169.0,JUL,2021
Preddvor,4.0,6.0,15.0,24.0,3.0,22.0,74.0,JUL,2021
Prevalje,26.0,17.0,36.0,28.0,18.0,58.0,183.0,JUL,2021
Ptuj,82.0,114.0,189.0,159.0,94.0,223.0,861.0,JUL,2021
Puconci,40.0,36.0,45.0,56.0,21.0,55.0,253.0,JUL,2021
Rače - Fram,29.0,22.0,48.0,52.0,36.0,74.0,261.0,JUL,2021
Radeče,7.0,11.0,33.0,29.0,16.0,45.0,141.0,JUL,2021
Radenci,12.0,12.0,33.0,37.0,28.0,34.0,156.0,JUL,2021
Radlje ob Dravi,20.0,15.0,31.0,50.0,29.0,59.0,204.0,JUL,2021
Radovljica,32.0,53.0,109.0,81.0,53.0,139.0,467.0,JUL,2021
Ravne na Koroškem,29.0,43.0,82.0,64.0,37.0,91.0,346.0,JUL,2021
Razkrižje,6.0,5.0,4.0,7.0,4.0,9.0,35.0,JUL,2021
Rečica ob Savinji,3.0,3.0,19.0,10.0,2.0,15.0,52.0,JUL,2021
Renče - Vogrsko,5.0,11.0,31.0,20.0,5.0,36.0,108.0,JUL,2021
Ribnica,38.0,43.0,59.0,37.0,15.0,35.0,227.0,JUL,2021
Ribnica na Pohorju,2.0,2.0,4.0,13.0,11.0,16.0,48.0,JUL,2021
Rogaška Slatina,49.0,51.0,93.0,107.0,82.0,176.0,558.0,JUL,2021
Rogašovci,39.0,16.0,33.0,32.0,21.0,34.0,175.0,JUL,2021
Rogatec,9.0,10.0,31.0,34.0,28.0,77.0,189.0,JUL,2021
Ruše,31.0,28.0,63.0,79.0,32.0,79.0,312.0,JUL,2021
Selnica ob Dravi,13.0,23.0,31.0,30.0,20.0,39.0,156.0,JUL,2021
Semič,15.0,13.0,25.0,22.0,21.0,60.0,156.0,JUL,2021
Sevnica,45.0,51.0,122.0,113.0,67.0,208.0,606.0,JUL,2021
Sežana,18.0,46.0,78.0,97.0,49.0,125.0,413.0,JUL,2021
Slovenj Gradec,39.0,42.0,96.0,101.0,46.0,165.0,489.0,JUL,2021
Slovenska Bistrica,66.0,84.0,183.0,180.0,81.0,207.0,801.0,JUL,2021
Slovenske Konjice,49.0,61.0,134.0,143.0,70.0,215.0,672.0,JUL,2021
Sodražica,2.0,6.0,11.0,11.0,2.0,16.0,48.0,JUL,2021
Solčava,0.0,0.0,1.0,2.0,2.0,2.0,7.0,JUL,2021
Središče ob Dravi,5.0,6.0,17.0,31.0,16.0,30.0,105.0,JUL,2021
Starše,11.0,13.0,27.0,25.0,15.0,39.0,130.0,JUL,2021
Straža,3.0,6.0,18.0,16.0,11.0,34.0,88.0,JUL,2021
Sveta Ana,7.0,4.0,7.0,11.0,2.0,16.0,47.0,JUL,2021
Sveta Trojica v Slovenskih goricah,7.0,3.0,6.0,10.0,7.0,11.0,44.0,JUL,2021
Sveti Andraž v Slovenskih goricah,3.0,2.0,6.0,8.0,6.0,11.0,36.0,JUL,2021
Sveti Jurij ob Ščavnici,12.0,3.0,29.0,21.0,13.0,31.0,109.0,JUL,2021
Sveti Jurij v Slovenskih goricah,6.0,6.0,3.0,1.0,3.0,7.0,26.0,JUL,2021
Sveti Tomaž,12.0,5.0,10.0,25.0,22.0,28.0,102.0,JUL,2021
Šalovci,3.0,5.0,10.0,7.0,4.0,13.0,42.0,JUL,2021
Šempeter - Vrtojba,10.0,24.0,27.0,37.0,15.0,40.0,153.0,JUL,2021
Šenčur,15.0,19.0,41.0,42.0,11.0,54.0,182.0,JUL,2021
Šentilj,22.0,30.0,60.0,60.0,34.0,95.0,301.0,JUL,2021
Šentjernej,33.0,25.0,52.0,39.0,21.0,68.0,238.0,JUL,2021
Šentjur,51.0,65.0,140.0,154.0,67.0,206.0,683.0,JUL,2021
Šentrupert,5.0,4.0,13.0,4.0,5.0,16.0,47.0,JUL,2021
Škocjan,23.0,16.0,40.0,20.0,13.0,23.0,135.0,JUL,2021
Škofja Loka,37.0,66.0,97.0,100.0,38.0,122.0,460.0,JUL,2021
Škofljica,21.0,28.0,65.0,76.0,41.0,88.0,319.0,JUL,2021
Šmarje pri Jelšah,20.0,33.0,100.0,92.0,64.0,138.0,447.0,JUL,2021
Šmarješke Toplice,0.0,6.0,12.0,12.0,2.0,21.0,53.0,JUL,2021
Šmartno ob Paki,12.0,8.0,27.0,16.0,8.0,37.0,108.0,JUL,2021
Šmartno pri Litiji,14.0,11.0,35.0,30.0,7.0,42.0,139.0,JUL,2021
Šoštanj,22.0,23.0,47.0,47.0,23.0,104.0,266.0,JUL,2021
Štore,3.0,17.0,32.0,32.0,14.0,38.0,136.0,JUL,2021
Tabor,8.0,7.0,6.0,10.0,4.0,19.0,54.0,JUL,2021
Tišina,20.0,21.0,19.0,41.0,23.0,33.0,157.0,JUL,2021
Tolmin,7.0,25.0,36.0,31.0,25.0,111.0,235.0,JUL,2021
Trbovlje,63.0,65.0,210.0,206.0,85.0,230.0,859.0,JUL,2021
Trebnje,29.0,40.0,70.0,71.0,21.0,94.0,325.0,JUL,2021
Trnovska vas,2.0,5.0,7.0,4.0,1.0,7.0,26.0,JUL,2021
Trzin,7.0,11.0,26.0,26.0,7.0,16.0,93.0,JUL,2021
Tržič,30.0,32.0,78.0,67.0,27.0,74.0,308.0,JUL,2021
Turnišče,7.0,12.0,26.0,24.0,16.0,38.0,123.0,JUL,2021
Velenje,85.0,115.0,264.0,205.0,115.0,450.0,1234.0,JUL,2021
Velika Polana,1.0,3.0,7.0,10.0,7.0,15.0,43.0,JUL,2021
Velike Lašče,6.0,19.0,27.0,22.0,6.0,40.0,120.0,JUL,2021
Veržej,6.0,1.0,9.0,5.0,10.0,13.0,44.0,JUL,2021
Videm,16.0,18.0,32.0,44.0,29.0,55.0,194.0,JUL,2021
Vipava,5.0,8.0,26.0,29.0,15.0,36.0,119.0,JUL,2021
Vitanje,8.0,7.0,16.0,9.0,11.0,23.0,74.0,JUL,2021
Vodice,10.0,19.0,25.0,22.0,8.0,40.0,124.0,JUL,2021
Vojnik,27.0,31.0,62.0,41.0,27.0,56.0,244.0,JUL,2021
Vransko,11.0,7.0,7.0,13.0,7.0,19.0,64.0,JUL,2021
Vrhnika,36.0,54.0,118.0,128.0,52.0,145.0,533.0,JUL,2021
Vuzenica,10.0,8.0,19.0,9.0,15.0,26.0,87.0,JUL,2021
Zagorje ob Savi,32.0,57.0,117.0,108.0,50.0,137.0,501.0,JUL,2021
Zavrč,4.0,7.0,10.0,15.0,15.0,20.0,71.0,JUL,2021
Zreče,18.0,27.0,53.0,46.0,30.0,113.0,287.0,JUL,2021
Žalec,58.0,90.0,164.0,196.0,70.0,268.0,846.0,JUL,2021
Železniki,6.0,10.0,18.0,18.0,4.0,26.0,82.0,JUL,2021
Žetale,2.0,6.0,11.0,6.0,6.0,4.0,35.0,JUL,2021
Žiri,8.0,12.0,20.0,20.0,6.0,29.0,95.0,JUL,2021
Žirovnica,8.0,9.0,21.0,12.0,9.0,24.0,83.0,JUL,2021
Žužemberk,3.0,10.0,14.0,18.0,16.0,51.0,112.0,JUL,2021
Občina izven RS,53.0,85.0,152.0,113.0,35.0,76.0,514.0,JUL,2021
Ajdovščina,22.0,40.0,108.0,101.0,46.0,175.0,492.0,AVG,2021
Ankaran,4.0,12.0,31.0,17.0,8.0,17.0,89.0,AVG,2021
Apače,7.0,9.0,22.0,30.0,14.0,38.0,120.0,AVG,2021
Beltinci,31.0,35.0,42.0,47.0,35.0,83.0,273.0,AVG,2021
Benedikt,7.0,5.0,15.0,7.0,4.0,11.0,49.0,AVG,2021
Bistrica ob Sotli,3.0,5.0,14.0,13.0,9.0,14.0,58.0,AVG,2021
Bled,13.0,17.0,41.0,41.0,18.0,50.0,180.0,AVG,2021
Bloke,3.0,6.0,6.0,6.0,2.0,11.0,34.0,AVG,2021
Bohinj,5.0,11.0,12.0,20.0,6.0,28.0,82.0,AVG,2021
Borovnica,10.0,16.0,35.0,29.0,10.0,37.0,137.0,AVG,2021
Bovec,7.0,3.0,9.0,3.0,6.0,16.0,44.0,AVG,2021
Braslovče,7.0,13.0,34.0,19.0,11.0,50.0,134.0,AVG,2021
Brda,8.0,10.0,26.0,17.0,6.0,33.0,100.0,AVG,2021
Brezovica,34.0,35.0,79.0,82.0,40.0,91.0,361.0,AVG,2021
Brežice,82.0,92.0,176.0,202.0,104.0,351.0,1007.0,AVG,2021
Cankova,16.0,6.0,14.0,17.0,14.0,21.0,88.0,AVG,2021
Celje,130.0,214.0,476.0,483.0,207.0,524.0,2034.0,AVG,2021
Cerklje na Gorenjskem,9.0,17.0,30.0,23.0,17.0,42.0,138.0,AVG,2021
Cerknica,14.0,26.0,60.0,41.0,19.0,82.0,242.0,AVG,2021
Cerkno,3.0,9.0,11.0,16.0,8.0,10.0,57.0,AVG,2021
Cerkvenjak,2.0,5.0,7.0,9.0,5.0,11.0,39.0,AVG,2021
Cirkulane,10.0,5.0,15.0,14.0,12.0,31.0,87.0,AVG,2021
Črenšovci,35.0,23.0,38.0,31.0,15.0,63.0,205.0,AVG,2021
Črna na Koroškem,10.0,8.0,13.0,14.0,8.0,19.0,72.0,AVG,2021
Črnomelj,95.0,47.0,126.0,114.0,55.0,227.0,664.0,AVG,2021
Destrnik,9.0,7.0,10.0,18.0,8.0,18.0,70.0,AVG,2021
Divača,8.0,9.0,31.0,17.0,13.0,47.0,125.0,AVG,2021
Dobje,1.0,2.0,4.0,2.0,2.0,7.0,18.0,AVG,2021
Dobrepolje,7.0,9.0,21.0,14.0,12.0,22.0,85.0,AVG,2021
Dobrna,3.0,4.0,14.0,7.0,7.0,15.0,50.0,AVG,2021
Dobrova - Polhov Gradec,12.0,19.0,29.0,35.0,14.0,45.0,154.0,AVG,2021
Dobrovnik,2.0,5.0,13.0,13.0,12.0,20.0,65.0,AVG,2021
Dol pri Ljubljani,6.0,15.0,50.0,33.0,12.0,57.0,173.0,AVG,2021
Dolenjske Toplice,1.0,7.0,9.0,14.0,10.0,38.0,79.0,AVG,2021
Domžale,74.0,97.0,237.0,215.0,144.0,290.0,1057.0,AVG,2021
Dornava,2.0,4.0,11.0,17.0,7.0,22.0,63.0,AVG,2021
Dravograd,17.0,23.0,52.0,46.0,20.0,81.0,239.0,AVG,2021
Duplek,30.0,19.0,49.0,54.0,24.0,72.0,248.0,AVG,2021
Gorenja vas - Poljane,7.0,11.0,29.0,9.0,12.0,45.0,113.0,AVG,2021
Gorišnica,11.0,12.0,23.0,14.0,15.0,35.0,110.0,AVG,2021
Gorje,2.0,7.0,20.0,15.0,5.0,17.0,66.0,AVG,2021
Gornja Radgona,24.0,25.0,49.0,52.0,35.0,95.0,280.0,AVG,2021
Gornji Grad,3.0,9.0,9.0,7.0,1.0,16.0,45.0,AVG,2021
Gornji Petrovci,5.0,8.0,13.0,6.0,4.0,21.0,57.0,AVG,2021
Grad,8.0,3.0,4.0,10.0,9.0,18.0,52.0,AVG,2021
Grosuplje,69.0,77.0,140.0,133.0,39.0,137.0,595.0,AVG,2021
Hajdina,18.0,13.0,23.0,20.0,9.0,23.0,106.0,AVG,2021
Hoče - Slivnica,34.0,51.0,104.0,90.0,47.0,118.0,444.0,AVG,2021
Hodoš,5.0,0.0,3.0,3.0,0.0,3.0,14.0,AVG,2021
Horjul,5.0,4.0,13.0,15.0,11.0,15.0,63.0,AVG,2021
Hrastnik,33.0,48.0,87.0,81.0,55.0,116.0,420.0,AVG,2021
Hrpelje - Kozina,5.0,9.0,25.0,24.0,14.0,45.0,122.0,AVG,2021
Idrija,21.0,34.0,43.0,50.0,20.0,53.0,221.0,AVG,2021
Ig,16.0,22.0,42.0,49.0,17.0,46.0,192.0,AVG,2021
Ilirska Bistrica,11.0,21.0,67.0,79.0,34.0,99.0,311.0,AVG,2021
Ivančna Gorica,33.0,51.0,79.0,75.0,33.0,110.0,381.0,AVG,2021
Izola,29.0,53.0,115.0,104.0,50.0,144.0,495.0,AVG,2021
Jesenice,76.0,58.0,144.0,143.0,36.0,115.0,572.0,AVG,2021
Jezersko,0.0,1.0,1.0,4.0,0.0,1.0,7.0,AVG,2021
Juršinci,5.0,3.0,21.0,9.0,7.0,15.0,60.0,AVG,2021
Kamnik,45.0,74.0,202.0,167.0,86.0,266.0,840.0,AVG,2021
Kanal,14.0,13.0,29.0,37.0,8.0,50.0,151.0,AVG,2021
Kidričevo,17.0,19.0,50.0,32.0,25.0,56.0,199.0,AVG,2021
Kobarid,5.0,4.0,12.0,8.0,8.0,31.0,68.0,AVG,2021
Kobilje,0.0,2.0,2.0,2.0,2.0,5.0,13.0,AVG,2021
Kočevje,113.0,99.0,211.0,175.0,70.0,205.0,873.0,AVG,2021
Komen,5.0,16.0,18.0,16.0,11.0,30.0,96.0,AVG,2021
Komenda,12.0,22.0,32.0,27.0,14.0,29.0,136.0,AVG,2021
Koper,114.0,136.0,418.0,410.0,183.0,500.0,1761.0,AVG,2021
Kostanjevica na Krki,3.0,2.0,14.0,17.0,8.0,34.0,78.0,AVG,2021
Kostel,2.0,2.0,3.0,5.0,2.0,12.0,26.0,AVG,2021
Kozje,11.0,6.0,21.0,30.0,19.0,52.0,139.0,AVG,2021
Kranj,95.0,160.0,393.0,341.0,145.0,445.0,1579.0,AVG,2021
Kranjska Gora,4.0,12.0,20.0,27.0,10.0,37.0,110.0,AVG,2021
Križevci,13.0,13.0,19.0,15.0,11.0,27.0,98.0,AVG,2021
Krško,132.0,111.0,244.0,232.0,137.0,384.0,1240.0,AVG,2021
Kungota,11.0,24.0,40.0,43.0,20.0,40.0,178.0,AVG,2021
Kuzma,10.0,7.0,10.0,11.0,6.0,14.0,58.0,AVG,2021
Laško,29.0,39.0,81.0,90.0,56.0,161.0,456.0,AVG,2021
Lenart,13.0,20.0,35.0,35.0,14.0,44.0,161.0,AVG,2021
Lendava,34.0,44.0,86.0,103.0,78.0,191.0,536.0,AVG,2021
Litija,33.0,33.0,99.0,84.0,41.0,122.0,412.0,AVG,2021
Ljubljana,595.0,1050.0,2730.0,2702.0,1120.0,3054.0,11251.0,AVG,2021
Ljubno,2.0,11.0,8.0,11.0,5.0,18.0,55.0,AVG,2021
Ljutomer,31.0,35.0,56.0,70.0,48.0,109.0,349.0,AVG,2021
Log - Dragomer,8.0,8.0,20.0,21.0,9.0,32.0,98.0,AVG,2021
Logatec,17.0,35.0,73.0,57.0,30.0,94.0,306.0,AVG,2021
Loška dolina,4.0,8.0,16.0,13.0,6.0,22.0,69.0,AVG,2021
Loški Potok,6.0,0.0,9.0,5.0,3.0,10.0,33.0,AVG,2021
Lovrenc na Pohorju,11.0,2.0,17.0,22.0,11.0,28.0,91.0,AVG,2021
Luče,2.0,7.0,3.0,6.0,0.0,20.0,38.0,AVG,2021
Lukovica,14.0,17.0,27.0,42.0,16.0,48.0,164.0,AVG,2021
Majšperk,6.0,9.0,30.0,20.0,19.0,33.0,117.0,AVG,2021
Makole,9.0,6.0,16.0,14.0,9.0,15.0,69.0,AVG,2021
Maribor,396.0,549.0,1224.0,1124.0,570.0,1453.0,5316.0,AVG,2021
Markovci,9.0,12.0,24.0,22.0,16.0,27.0,110.0,AVG,2021
Medvode,32.0,58.0,118.0,106.0,52.0,136.0,502.0,AVG,2021
Mengeš,12.0,24.0,56.0,53.0,20.0,64.0,229.0,AVG,2021
Metlika,55.0,32.0,74.0,86.0,46.0,102.0,395.0,AVG,2021
Mežica,8.0,10.0,12.0,16.0,11.0,29.0,86.0,AVG,2021
Miklavž na Dravskem polju,23.0,34.0,55.0,44.0,28.0,65.0,249.0,AVG,2021
Miren - Kostanjevica,4.0,6.0,24.0,22.0,12.0,29.0,97.0,AVG,2021
Mirna,4.0,0.0,7.0,5.0,5.0,15.0,36.0,AVG,2021
Mirna Peč,5.0,2.0,12.0,11.0,6.0,17.0,53.0,AVG,2021
Mislinja,5.0,18.0,22.0,22.0,13.0,52.0,132.0,AVG,2021
Mokronog - Trebelno,5.0,3.0,4.0,12.0,9.0,30.0,63.0,AVG,2021
Moravče,10.0,11.0,33.0,20.0,16.0,20.0,110.0,AVG,2021
Moravske Toplice,6.0,23.0,32.0,39.0,22.0,62.0,184.0,AVG,2021
Mozirje,6.0,6.0,17.0,22.0,13.0,39.0,103.0,AVG,2021
Murska Sobota,83.0,85.0,187.0,181.0,71.0,205.0,812.0,AVG,2021
Muta,6.0,13.0,13.0,24.0,12.0,28.0,96.0,AVG,2021
Naklo,6.0,16.0,26.0,21.0,14.0,33.0,116.0,AVG,2021
Nazarje,5.0,6.0,17.0,10.0,6.0,18.0,62.0,AVG,2021
Nova Gorica,39.0,92.0,181.0,188.0,88.0,280.0,868.0,AVG,2021
Novo mesto,105.0,99.0,299.0,229.0,83.0,279.0,1094.0,AVG,2021
Odranci,6.0,2.0,7.0,9.0,5.0,15.0,44.0,AVG,2021
Oplotnica,8.0,13.0,26.0,23.0,6.0,26.0,102.0,AVG,2021
Ormož,61.0,44.0,90.0,150.0,105.0,151.0,601.0,AVG,2021
Osilnica,0.0,1.0,3.0,2.0,1.0,3.0,10.0,AVG,2021
Pesnica,31.0,13.0,46.0,46.0,25.0,54.0,215.0,AVG,2021
Piran,36.0,56.0,144.0,190.0,79.0,197.0,702.0,AVG,2021
Pivka,7.0,17.0,35.0,27.0,13.0,68.0,167.0,AVG,2021
Podčetrtek,13.0,12.0,35.0,26.0,13.0,40.0,139.0,AVG,2021
Podlehnik,5.0,6.0,8.0,14.0,15.0,20.0,68.0,AVG,2021
Podvelka,9.0,3.0,13.0,11.0,10.0,29.0,75.0,AVG,2021
Poljčane,15.0,10.0,30.0,21.0,15.0,32.0,123.0,AVG,2021
Polzela,10.0,17.0,39.0,40.0,25.0,64.0,195.0,AVG,2021
Postojna,40.0,55.0,104.0,107.0,46.0,138.0,490.0,AVG,2021
Prebold,13.0,11.0,46.0,29.0,14.0,51.0,164.0,AVG,2021
Preddvor,4.0,8.0,16.0,25.0,4.0,20.0,77.0,AVG,2021
Prevalje,33.0,17.0,33.0,31.0,18.0,58.0,190.0,AVG,2021
Ptuj,76.0,116.0,179.0,160.0,91.0,223.0,845.0,AVG,2021
Puconci,38.0,34.0,46.0,54.0,19.0,50.0,241.0,AVG,2021
Rače - Fram,27.0,19.0,43.0,52.0,33.0,78.0,252.0,AVG,2021
Radeče,6.0,9.0,32.0,29.0,17.0,44.0,137.0,AVG,2021
Radenci,10.0,10.0,36.0,35.0,27.0,36.0,154.0,AVG,2021
Radlje ob Dravi,18.0,17.0,28.0,48.0,29.0,57.0,197.0,AVG,2021
Radovljica,32.0,54.0,108.0,76.0,51.0,129.0,450.0,AVG,2021
Ravne na Koroškem,28.0,48.0,87.0,69.0,35.0,90.0,357.0,AVG,2021
Razkrižje,4.0,4.0,3.0,7.0,4.0,9.0,31.0,AVG,2021
Rečica ob Savinji,5.0,6.0,19.0,10.0,2.0,12.0,54.0,AVG,2021
Renče - Vogrsko,5.0,15.0,26.0,17.0,5.0,34.0,102.0,AVG,2021
Ribnica,38.0,43.0,59.0,35.0,13.0,37.0,225.0,AVG,2021
Ribnica na Pohorju,2.0,3.0,5.0,13.0,11.0,15.0,49.0,AVG,2021
Rogaška Slatina,48.0,47.0,89.0,97.0,79.0,171.0,531.0,AVG,2021
Rogašovci,35.0,16.0,31.0,32.0,19.0,33.0,166.0,AVG,2021
Rogatec,6.0,8.0,36.0,33.0,24.0,75.0,182.0,AVG,2021
Ruše,28.0,24.0,61.0,79.0,31.0,88.0,311.0,AVG,2021
Selnica ob Dravi,12.0,25.0,26.0,31.0,20.0,38.0,152.0,AVG,2021
Semič,16.0,12.0,28.0,20.0,20.0,56.0,152.0,AVG,2021
Sevnica,41.0,50.0,116.0,110.0,65.0,206.0,588.0,AVG,2021
Sežana,16.0,48.0,76.0,87.0,50.0,120.0,397.0,AVG,2021
Slovenj Gradec,37.0,39.0,104.0,110.0,51.0,169.0,510.0,AVG,2021
Slovenska Bistrica,59.0,82.0,180.0,166.0,78.0,201.0,766.0,AVG,2021
Slovenske Konjice,48.0,64.0,129.0,138.0,66.0,215.0,660.0,AVG,2021
Sodražica,2.0,6.0,12.0,12.0,2.0,17.0,51.0,AVG,2021
Solčava,0.0,0.0,1.0,2.0,2.0,2.0,7.0,AVG,2021
Središče ob Dravi,6.0,7.0,13.0,27.0,20.0,32.0,105.0,AVG,2021
Starše,15.0,14.0,30.0,24.0,15.0,42.0,140.0,AVG,2021
Straža,3.0,3.0,19.0,15.0,12.0,35.0,87.0,AVG,2021
Sveta Ana,6.0,5.0,7.0,11.0,2.0,15.0,46.0,AVG,2021
Sveta Trojica v Slovenskih goricah,4.0,4.0,6.0,10.0,5.0,12.0,41.0,AVG,2021
Sveti Andraž v Slovenskih goricah,3.0,3.0,7.0,7.0,7.0,10.0,37.0,AVG,2021
Sveti Jurij ob Ščavnici,10.0,4.0,28.0,18.0,14.0,28.0,102.0,AVG,2021
Sveti Jurij v Slovenskih goricah,9.0,5.0,3.0,1.0,3.0,7.0,28.0,AVG,2021
Sveti Tomaž,12.0,7.0,12.0,26.0,22.0,28.0,107.0,AVG,2021
Šalovci,3.0,5.0,10.0,6.0,4.0,10.0,38.0,AVG,2021
Šempeter - Vrtojba,10.0,22.0,29.0,33.0,15.0,38.0,147.0,AVG,2021
Šenčur,15.0,18.0,36.0,39.0,10.0,52.0,170.0,AVG,2021
Šentilj,22.0,27.0,58.0,65.0,32.0,97.0,301.0,AVG,2021
Šentjernej,32.0,26.0,51.0,38.0,20.0,66.0,233.0,AVG,2021
Šentjur,50.0,64.0,146.0,160.0,65.0,211.0,696.0,AVG,2021
Šentrupert,3.0,4.0,13.0,4.0,4.0,17.0,45.0,AVG,2021
Škocjan,25.0,15.0,40.0,18.0,14.0,25.0,137.0,AVG,2021
Škofja Loka,36.0,62.0,95.0,96.0,39.0,118.0,446.0,AVG,2021
Škofljica,22.0,26.0,61.0,83.0,39.0,87.0,318.0,AVG,2021
Šmarje pri Jelšah,21.0,29.0,93.0,88.0,65.0,132.0,428.0,AVG,2021
Šmarješke Toplice,0.0,5.0,11.0,12.0,3.0,22.0,53.0,AVG,2021
